TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2015,"VAREVOGNE (MAX. 3,5 t)",493
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,A+B: KØRETØJER I ALT,3003
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,A: LET TRAFIK I ALT,2847
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,B: TUNG TRAFIK I ALT,156
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,CYKLER + KNALLERTER,700
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,CYKLER + KNALLERTER I ALT,712
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,LADCYKLER,12
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,LASTBILER,124
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,PERSONBILER + MC,2366
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2016,"VAREVOGNE (MAX. 3,5 t)",481
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,A+B: KØRETØJER I ALT,2982
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,A: LET TRAFIK I ALT,2815
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,B: TUNG TRAFIK I ALT,167
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,CYKLER + KNALLERTER,638
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,CYKLER + KNALLERTER I ALT,646
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,LADCYKLER,8
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,LASTBILER,133
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,PERSONBILER + MC,2315
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2017,"VAREVOGNE (MAX. 3,5 t)",500
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,A+B: KØRETØJER I ALT,3054
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,A: LET TRAFIK I ALT,2884
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,B: TUNG TRAFIK I ALT,170
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,CYKLER + KNALLERTER,564
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,CYKLER + KNALLERTER I ALT,575
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,LADCYKLER,11
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,LASTBILER,120
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,PERSONBILER + MC,2410
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2018,"VAREVOGNE (MAX. 3,5 t)",474
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,A+B: KØRETØJER I ALT,2897
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,A: LET TRAFIK I ALT,2742
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,B: TUNG TRAFIK I ALT,155
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,CYKLER + KNALLERTER,485
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,CYKLER + KNALLERTER I ALT,496
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,LADCYKLER,11
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,LASTBILER,120
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,PERSONBILER + MC,2310
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2019,"VAREVOGNE (MAX. 3,5 t)",432
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,A+B: KØRETØJER I ALT,2746
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,A: LET TRAFIK I ALT,2600
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,B: TUNG TRAFIK I ALT,146
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,CYKLER + KNALLERTER,645
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,CYKLER + KNALLERTER I ALT,656
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,LADCYKLER,11
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,LASTBILER,116
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,PERSONBILER + MC,2146
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2020,"VAREVOGNE (MAX. 3,5 t)",454
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,A+B: KØRETØJER I ALT,2718
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,A: LET TRAFIK I ALT,2601
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,B: TUNG TRAFIK I ALT,117
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,CYKLER + KNALLERTER,619
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,CYKLER + KNALLERTER I ALT,637
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,LADCYKLER,18
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,LASTBILER,80
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,PERSONBILER + MC,2167
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2021,"VAREVOGNE (MAX. 3,5 t)",434
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,A+B: KØRETØJER I ALT,2969
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,A: LET TRAFIK I ALT,2796
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,B: TUNG TRAFIK I ALT,173
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,CYKLER + KNALLERTER,866
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,CYKLER + KNALLERTER I ALT,914
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,LADCYKLER,48
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,LASTBILER,115
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,PERSONBILER + MC,2402
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2022,"VAREVOGNE (MAX. 3,5 t)",394
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,A+B: KØRETØJER I ALT,2680
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,A: LET TRAFIK I ALT,2527
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,B: TUNG TRAFIK I ALT,153
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,CYKLER + KNALLERTER,987
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,CYKLER + KNALLERTER I ALT,1047
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,LADCYKLER,60
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,LASTBILER,107
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,PERSONBILER + MC,2124
25,KALVEBOD BRYGGE sv.f. Bernstorffsgade,2023,"VAREVOGNE (MAX. 3,5 t)",403
26,KNIPPELSBRO,2013,A+B: KØRETØJER I ALT,2008
26,KNIPPELSBRO,2013,A: LET TRAFIK I ALT,1865
26,KNIPPELSBRO,2013,B: TUNG TRAFIK I ALT,143
26,KNIPPELSBRO,2013,CYKLER + KNALLERTER,5561
26,KNIPPELSBRO,2013,CYKLER + KNALLERTER I ALT,5657
26,KNIPPELSBRO,2013,LADCYKLER,96
26,KNIPPELSBRO,2013,LASTBILER,76
26,KNIPPELSBRO,2013,PERSONBILER + MC,1566
26,KNIPPELSBRO,2013,"VAREVOGNE (MAX. 3,5 t)",299
26,KNIPPELSBRO,2014,A+B: KØRETØJER I ALT,1973
26,KNIPPELSBRO,2014,A: LET TRAFIK I ALT,1860
26,KNIPPELSBRO,2014,B: TUNG TRAFIK I ALT,113
26,KNIPPELSBRO,2014,CYKLER + KNALLERTER,5605
26,KNIPPELSBRO,2014,CYKLER + KNALLERTER I ALT,5705
26,KNIPPELSBRO,2014,LADCYKLER,100
26,KNIPPELSBRO,2014,LASTBILER,55
26,KNIPPELSBRO,2014,PERSONBILER + MC,1550
26,KNIPPELSBRO,2014,"VAREVOGNE (MAX. 3,5 t)",310
26,KNIPPELSBRO,2015,A+B: KØRETØJER I ALT,1964
26,KNIPPELSBRO,2015,A: LET TRAFIK I ALT,1829
26,KNIPPELSBRO,2015,B: TUNG TRAFIK I ALT,135
26,KNIPPELSBRO,2015,CYKLER + KNALLERTER,5636
26,KNIPPELSBRO,2015,CYKLER + KNALLERTER I ALT,5737
26,KNIPPELSBRO,2015,LADCYKLER,101
26,KNIPPELSBRO,2015,LASTBILER,70
26,KNIPPELSBRO,2015,PERSONBILER + MC,1522
26,KNIPPELSBRO,2015,"VAREVOGNE (MAX. 3,5 t)",307
26,KNIPPELSBRO,2016,A+B: KØRETØJER I ALT,2050
26,KNIPPELSBRO,2016,A: LET TRAFIK I ALT,1916
26,KNIPPELSBRO,2016,B: TUNG TRAFIK I ALT,134
26,KNIPPELSBRO,2016,CYKLER + KNALLERTER,4650
26,KNIPPELSBRO,2016,CYKLER + KNALLERTER I ALT,4744
26,KNIPPELSBRO,2016,LADCYKLER,94
26,KNIPPELSBRO,2016,LASTBILER,69
26,KNIPPELSBRO,2016,PERSONBILER + MC,1604
26,KNIPPELSBRO,2016,"VAREVOGNE (MAX. 3,5 t)",312
26,KNIPPELSBRO,2017,A+B: KØRETØJER I ALT,1826
26,KNIPPELSBRO,2017,A: LET TRAFIK I ALT,1697
26,KNIPPELSBRO,2017,B: TUNG TRAFIK I ALT,129
26,KNIPPELSBRO,2017,CYKLER + KNALLERTER,4278
26,KNIPPELSBRO,2017,CYKLER + KNALLERTER I ALT,4357
26,KNIPPELSBRO,2017,LADCYKLER,79
26,KNIPPELSBRO,2017,LASTBILER,58
26,KNIPPELSBRO,2017,PERSONBILER + MC,1417
26,KNIPPELSBRO,2017,"VAREVOGNE (MAX. 3,5 t)",280
26,KNIPPELSBRO,2018,A+B: KØRETØJER I ALT,1906
26,KNIPPELSBRO,2018,A: LET TRAFIK I ALT,1773
26,KNIPPELSBRO,2018,B: TUNG TRAFIK I ALT,133
26,KNIPPELSBRO,2018,CYKLER + KNALLERTER,4366
26,KNIPPELSBRO,2018,CYKLER + KNALLERTER I ALT,4452
26,KNIPPELSBRO,2018,LADCYKLER,86
26,KNIPPELSBRO,2018,LASTBILER,68
26,KNIPPELSBRO,2018,PERSONBILER + MC,1465
26,KNIPPELSBRO,2018,"VAREVOGNE (MAX. 3,5 t)",308
26,KNIPPELSBRO,2019,A+B: KØRETØJER I ALT,1892
26,KNIPPELSBRO,2019,A: LET TRAFIK I ALT,1766
26,KNIPPELSBRO,2019,B: TUNG TRAFIK I ALT,126
26,KNIPPELSBRO,2019,CYKLER + KNALLERTER,3706
26,KNIPPELSBRO,2019,CYKLER + KNALLERTER I ALT,3789
26,KNIPPELSBRO,2019,LADCYKLER,83
26,KNIPPELSBRO,2019,LASTBILER,59
26,KNIPPELSBRO,2019,PERSONBILER + MC,1440
26,KNIPPELSBRO,2019,"VAREVOGNE (MAX. 3,5 t)",326
26,KNIPPELSBRO,2020,A+B: KØRETØJER I ALT,1846
26,KNIPPELSBRO,2020,A: LET TRAFIK I ALT,1762
26,KNIPPELSBRO,2020,B: TUNG TRAFIK I ALT,84
26,KNIPPELSBRO,2020,CYKLER + KNALLERTER,3094
26,KNIPPELSBRO,2020,CYKLER + KNALLERTER I ALT,3184
26,KNIPPELSBRO,2020,LADCYKLER,90
26,KNIPPELSBRO,2020,LASTBILER,52
26,KNIPPELSBRO,2020,PERSONBILER + MC,1498
26,KNIPPELSBRO,2020,"VAREVOGNE (MAX. 3,5 t)",264
26,KNIPPELSBRO,2021,A+B: KØRETØJER I ALT,1785
26,KNIPPELSBRO,2021,A: LET TRAFIK I ALT,1699
26,KNIPPELSBRO,2021,B: TUNG TRAFIK I ALT,86
26,KNIPPELSBRO,2021,CYKLER + KNALLERTER,3324
26,KNIPPELSBRO,2021,CYKLER + KNALLERTER I ALT,3462
26,KNIPPELSBRO,2021,LADCYKLER,138
26,KNIPPELSBRO,2021,LASTBILER,53
26,KNIPPELSBRO,2021,PERSONBILER + MC,1419
26,KNIPPELSBRO,2021,"VAREVOGNE (MAX. 3,5 t)",280
26,KNIPPELSBRO,2022,A+B: KØRETØJER I ALT,1908
26,KNIPPELSBRO,2022,A: LET TRAFIK I ALT,1801
26,KNIPPELSBRO,2022,B: TUNG TRAFIK I ALT,107
26,KNIPPELSBRO,2022,CYKLER + KNALLERTER,3329
26,KNIPPELSBRO,2022,CYKLER + KNALLERTER I ALT,3463
26,KNIPPELSBRO,2022,LADCYKLER,134
26,KNIPPELSBRO,2022,LASTBILER,69
26,KNIPPELSBRO,2022,PERSONBILER + MC,1484
26,KNIPPELSBRO,2022,"VAREVOGNE (MAX. 3,5 t)",317
26,KNIPPELSBRO,2023,A+B: KØRETØJER I ALT,1798
26,KNIPPELSBRO,2023,A: LET TRAFIK I ALT,1721
26,KNIPPELSBRO,2023,B: TUNG TRAFIK I ALT,77
26,KNIPPELSBRO,2023,CYKLER + KNALLERTER,3256
26,KNIPPELSBRO,2023,CYKLER + KNALLERTER I ALT,3451
26,KNIPPELSBRO,2023,LADCYKLER,195
26,KNIPPELSBRO,2023,LASTBILER,43
26,KNIPPELSBRO,2023,PERSONBILER + MC,1437
26,KNIPPELSBRO,2023,"VAREVOGNE (MAX. 3,5 t)",284
29,LANGEBRO,2016,A+B: KØRETØJER I ALT,4040
29,LANGEBRO,2016,A: LET TRAFIK I ALT,3805
29,LANGEBRO,2016,B: TUNG TRAFIK I ALT,235
29,LANGEBRO,2016,CYKLER + KNALLERTER,5077
29,LANGEBRO,2016,CYKLER + KNALLERTER I ALT,5157
29,LANGEBRO,2016,LADCYKLER,80
29,LANGEBRO,2016,LASTBILER,155
29,LANGEBRO,2016,PERSONBILER + MC,3238
29,LANGEBRO,2016,"VAREVOGNE (MAX. 3,5 t)",567
29,LANGEBRO,2017,A+B: KØRETØJER I ALT,4177
29,LANGEBRO,2017,A: LET TRAFIK I ALT,3955
29,LANGEBRO,2017,B: TUNG TRAFIK I ALT,222
29,LANGEBRO,2017,CYKLER + KNALLERTER,4736
29,LANGEBRO,2017,CYKLER + KNALLERTER I ALT,4843
29,LANGEBRO,2017,LADCYKLER,107
29,LANGEBRO,2017,LASTBILER,146
29,LANGEBRO,2017,PERSONBILER + MC,3374
29,LANGEBRO,2017,"VAREVOGNE (MAX. 3,5 t)",581
29,LANGEBRO,2018,A+B: KØRETØJER I ALT,4128
29,LANGEBRO,2018,A: LET TRAFIK I ALT,3941
29,LANGEBRO,2018,B: TUNG TRAFIK I ALT,187
29,LANGEBRO,2018,CYKLER + KNALLERTER,5377
29,LANGEBRO,2018,CYKLER + KNALLERTER I ALT,5487
29,LANGEBRO,2018,LADCYKLER,110
29,LANGEBRO,2018,LASTBILER,123
29,LANGEBRO,2018,PERSONBILER + MC,3307
29,LANGEBRO,2018,"VAREVOGNE (MAX. 3,5 t)",634
29,LANGEBRO,2019,A+B: KØRETØJER I ALT,3978
29,LANGEBRO,2019,A: LET TRAFIK I ALT,3824
29,LANGEBRO,2019,B: TUNG TRAFIK I ALT,154
29,LANGEBRO,2019,CYKLER + KNALLERTER,3266
29,LANGEBRO,2019,CYKLER + KNALLERTER I ALT,3336
29,LANGEBRO,2019,LADCYKLER,70
29,LANGEBRO,2019,LASTBILER,84
29,LANGEBRO,2019,PERSONBILER + MC,3267
29,LANGEBRO,2019,"VAREVOGNE (MAX. 3,5 t)",557
29,LANGEBRO,2020,A+B: KØRETØJER I ALT,4143
29,LANGEBRO,2020,A: LET TRAFIK I ALT,3958
29,LANGEBRO,2020,B: TUNG TRAFIK I ALT,185
29,LANGEBRO,2020,CYKLER + KNALLERTER,3742
29,LANGEBRO,2020,CYKLER + KNALLERTER I ALT,3843
29,LANGEBRO,2020,LADCYKLER,101
29,LANGEBRO,2020,LASTBILER,115
29,LANGEBRO,2020,PERSONBILER + MC,3357
29,LANGEBRO,2020,"VAREVOGNE (MAX. 3,5 t)",601
29,LANGEBRO,2021,A+B: KØRETØJER I ALT,3620
29,LANGEBRO,2021,A: LET TRAFIK I ALT,3446
29,LANGEBRO,2021,B: TUNG TRAFIK I ALT,174
29,LANGEBRO,2021,CYKLER + KNALLERTER,3408
29,LANGEBRO,2021,CYKLER + KNALLERTER I ALT,3526
29,LANGEBRO,2021,LADCYKLER,118
29,LANGEBRO,2021,LASTBILER,107
29,LANGEBRO,2021,PERSONBILER + MC,2969
29,LANGEBRO,2021,"VAREVOGNE (MAX. 3,5 t)",477
29,LANGEBRO,2022,A+B: KØRETØJER I ALT,3861
29,LANGEBRO,2022,A: LET TRAFIK I ALT,3739
29,LANGEBRO,2022,B: TUNG TRAFIK I ALT,122
29,LANGEBRO,2022,CYKLER + KNALLERTER,3272
29,LANGEBRO,2022,CYKLER + KNALLERTER I ALT,3437
29,LANGEBRO,2022,LADCYKLER,165
29,LANGEBRO,2022,LASTBILER,65
29,LANGEBRO,2022,PERSONBILER + MC,3211
29,LANGEBRO,2022,"VAREVOGNE (MAX. 3,5 t)",528
29,LANGEBRO,2023,A+B: KØRETØJER I ALT,3497
29,LANGEBRO,2023,A: LET TRAFIK I ALT,3327
29,LANGEBRO,2023,B: TUNG TRAFIK I ALT,170
29,LANGEBRO,2023,CYKLER + KNALLERTER,3821
29,LANGEBRO,2023,CYKLER + KNALLERTER I ALT,4016
29,LANGEBRO,2023,LADCYKLER,195
29,LANGEBRO,2023,LASTBILER,99
29,LANGEBRO,2023,PERSONBILER + MC,2844
29,LANGEBRO,2023,"VAREVOGNE (MAX. 3,5 t)",483
29,LANGEBRO ,2014,A+B: KØRETØJER I ALT,4167
29,LANGEBRO ,2014,A: LET TRAFIK I ALT,4000
29,LANGEBRO ,2014,B: TUNG TRAFIK I ALT,167
29,LANGEBRO ,2014,CYKLER + KNALLERTER,4580
29,LANGEBRO ,2014,CYKLER + KNALLERTER I ALT,4628
29,LANGEBRO ,2014,LADCYKLER,48
29,LANGEBRO ,2014,LASTBILER,81
29,LANGEBRO ,2014,PERSONBILER + MC,3311
29,LANGEBRO ,2014,"VAREVOGNE (MAX. 3,5 t)",689
29,LANGEBRO ,2015,A+B: KØRETØJER I ALT,4432
29,LANGEBRO ,2015,A: LET TRAFIK I ALT,4234
29,LANGEBRO ,2015,B: TUNG TRAFIK I ALT,198
29,LANGEBRO ,2015,CYKLER + KNALLERTER,4716
29,LANGEBRO ,2015,CYKLER + KNALLERTER I ALT,4791
29,LANGEBRO ,2015,LADCYKLER,75
29,LANGEBRO ,2015,LASTBILER,122
29,LANGEBRO ,2015,PERSONBILER + MC,3640
29,LANGEBRO ,2015,"VAREVOGNE (MAX. 3,5 t)",594
42,STRANDBOULEVARDEN n.f. Classensgade,2013,A+B: KØRETØJER I ALT,875
42,STRANDBOULEVARDEN n.f. Classensgade,2013,A: LET TRAFIK I ALT,853
42,STRANDBOULEVARDEN n.f. Classensgade,2013,B: TUNG TRAFIK I ALT,22
42,STRANDBOULEVARDEN n.f. Classensgade,2013,CYKLER + KNALLERTER,498
42,STRANDBOULEVARDEN n.f. Classensgade,2013,CYKLER + KNALLERTER I ALT,508
42,STRANDBOULEVARDEN n.f. Classensgade,2013,LADCYKLER,10
42,STRANDBOULEVARDEN n.f. Classensgade,2013,LASTBILER,13
42,STRANDBOULEVARDEN n.f. Classensgade,2013,PERSONBILER + MC,733
42,STRANDBOULEVARDEN n.f. Classensgade,2013,"VAREVOGNE (MAX. 3,5 t)",120
42,STRANDBOULEVARDEN n.f. Classensgade,2014,A+B: KØRETØJER I ALT,837
42,STRANDBOULEVARDEN n.f. Classensgade,2014,A: LET TRAFIK I ALT,815
42,STRANDBOULEVARDEN n.f. Classensgade,2014,B: TUNG TRAFIK I ALT,22
42,STRANDBOULEVARDEN n.f. Classensgade,2014,CYKLER + KNALLERTER,533
42,STRANDBOULEVARDEN n.f. Classensgade,2014,CYKLER + KNALLERTER I ALT,548
42,STRANDBOULEVARDEN n.f. Classensgade,2014,LADCYKLER,15
42,STRANDBOULEVARDEN n.f. Classensgade,2014,LASTBILER,14
42,STRANDBOULEVARDEN n.f. Classensgade,2014,PERSONBILER + MC,685
42,STRANDBOULEVARDEN n.f. Classensgade,2014,"VAREVOGNE (MAX. 3,5 t)",130
42,STRANDBOULEVARDEN n.f. Classensgade,2015,A+B: KØRETØJER I ALT,807
42,STRANDBOULEVARDEN n.f. Classensgade,2015,A: LET TRAFIK I ALT,779
42,STRANDBOULEVARDEN n.f. Classensgade,2015,B: TUNG TRAFIK I ALT,28
42,STRANDBOULEVARDEN n.f. Classensgade,2015,CYKLER + KNALLERTER,559
42,STRANDBOULEVARDEN n.f. Classensgade,2015,CYKLER + KNALLERTER I ALT,580
42,STRANDBOULEVARDEN n.f. Classensgade,2015,LADCYKLER,21
42,STRANDBOULEVARDEN n.f. Classensgade,2015,LASTBILER,18
42,STRANDBOULEVARDEN n.f. Classensgade,2015,PERSONBILER + MC,653
42,STRANDBOULEVARDEN n.f. Classensgade,2015,"VAREVOGNE (MAX. 3,5 t)",126
42,STRANDBOULEVARDEN n.f. Classensgade,2016,A+B: KØRETØJER I ALT,737
42,STRANDBOULEVARDEN n.f. Classensgade,2016,A: LET TRAFIK I ALT,710
42,STRANDBOULEVARDEN n.f. Classensgade,2016,B: TUNG TRAFIK I ALT,27
42,STRANDBOULEVARDEN n.f. Classensgade,2016,CYKLER + KNALLERTER,619
42,STRANDBOULEVARDEN n.f. Classensgade,2016,CYKLER + KNALLERTER I ALT,636
42,STRANDBOULEVARDEN n.f. Classensgade,2016,LADCYKLER,17
42,STRANDBOULEVARDEN n.f. Classensgade,2016,LASTBILER,17
42,STRANDBOULEVARDEN n.f. Classensgade,2016,PERSONBILER + MC,590
42,STRANDBOULEVARDEN n.f. Classensgade,2016,"VAREVOGNE (MAX. 3,5 t)",120
42,STRANDBOULEVARDEN n.f. Classensgade,2017,A+B: KØRETØJER I ALT,725
42,STRANDBOULEVARDEN n.f. Classensgade,2017,A: LET TRAFIK I ALT,705
42,STRANDBOULEVARDEN n.f. Classensgade,2017,B: TUNG TRAFIK I ALT,20
42,STRANDBOULEVARDEN n.f. Classensgade,2017,CYKLER + KNALLERTER,544
42,STRANDBOULEVARDEN n.f. Classensgade,2017,CYKLER + KNALLERTER I ALT,560
42,STRANDBOULEVARDEN n.f. Classensgade,2017,LADCYKLER,16
42,STRANDBOULEVARDEN n.f. Classensgade,2017,LASTBILER,13
42,STRANDBOULEVARDEN n.f. Classensgade,2017,PERSONBILER + MC,593
42,STRANDBOULEVARDEN n.f. Classensgade,2017,"VAREVOGNE (MAX. 3,5 t)",112
42,STRANDBOULEVARDEN n.f. Classensgade,2018,A+B: KØRETØJER I ALT,797
42,STRANDBOULEVARDEN n.f. Classensgade,2018,A: LET TRAFIK I ALT,778
42,STRANDBOULEVARDEN n.f. Classensgade,2018,B: TUNG TRAFIK I ALT,19
42,STRANDBOULEVARDEN n.f. Classensgade,2018,CYKLER + KNALLERTER,546
42,STRANDBOULEVARDEN n.f. Classensgade,2018,CYKLER + KNALLERTER I ALT,558
42,STRANDBOULEVARDEN n.f. Classensgade,2018,LADCYKLER,12
42,STRANDBOULEVARDEN n.f. Classensgade,2018,LASTBILER,11
42,STRANDBOULEVARDEN n.f. Classensgade,2018,PERSONBILER + MC,640
42,STRANDBOULEVARDEN n.f. Classensgade,2018,"VAREVOGNE (MAX. 3,5 t)",138
42,STRANDBOULEVARDEN n.f. Classensgade,2019,A+B: KØRETØJER I ALT,766
42,STRANDBOULEVARDEN n.f. Classensgade,2019,A: LET TRAFIK I ALT,727
42,STRANDBOULEVARDEN n.f. Classensgade,2019,B: TUNG TRAFIK I ALT,39
42,STRANDBOULEVARDEN n.f. Classensgade,2019,CYKLER + KNALLERTER,474
42,STRANDBOULEVARDEN n.f. Classensgade,2019,CYKLER + KNALLERTER I ALT,492
